[0;31m  ***   Warning: new maximum stack size = 8000000000 (7629.395 Mbytes).[0m
NROWS degz>=3: 227

t|aesz|cluster|degz|lam1|lam2|ratio|l1simple|l1real|l2real|chipoly
148|244|4.4.28|4|-108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 208*x^3 + 9952*x^2 - 89856*x + 186624
150|246|4.5.47|5|16.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|16.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 240*x^4 - 8704*x^3 + 57344*x^2 + 589824*x + 1048576
151|247|4.5.48|5|-1280.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-1280.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 2304*x^4 + 917504*x^3 - 570425344*x^2 - 64424509440*x + 27487790694400
152|248|4.5.49|5|44.3606797749978969640917366873127623544061835961152572427090 + 0.E-77*I|-16.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.360679774997896964091736687312762354406183596115257242708972|1|1|1|9*x^5 - 318*x^4 - 4511*x^3 + 41828*x^2 - 70224*x - 30976
153|249|4.5.50|5|-64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 + 2960*x^4 + 65536*x^3 - 1703936*x^2 - 16777216*x + 268435456
154|250|4.5.51|5|121.960947479868362131121884985119482010409476636864797212473 + 0.E-77*I|10.6086956521739130434782608695652173913043478260869565217391 + 0.E-77*I|0.0869843656628286754926727986485852767054867058676208652236279|1|1|1|529*x^5 - 75233*x^4 + 1357863*x^3 - 6206392*x^2 - 980880*x - 30482432
155|251|4.8.21|8|-54.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|43.4558441227157108784303970357745654142540937567850653171802 + 0.E-77*I|0.804737854124365016267229574736566026189890625125649357725560|1|1|1|x^8 - 81*x^7 - 702*x^6 + 225504*x^5 - 6648480*x^4 + 39366000*x^3 + 878649120*x^2 - 7958860416*x - 66119763456
156|252|4.5.52|5|-108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|94.4000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.874074074074074074074074074074074074074074074074074074074074|1|1|1|25*x^5 - 720*x^4 - 340816*x^3 + 5000960*x^2 + 663428096*x + 49276256256
157|254|4.4.49|4|15360.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|15360.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 - 41728*x^3 + 602406912*x^2 - 3466843914240*x + 6679533138739200
158|255|4.4.29|4|-256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 1024*x^3 + 393216*x^2 + 67108864*x + 4294967296
159|256|4.4.50|4|-709.770876399966351425467786997004197670498937537844115883344 + 0.E-77*I|-32.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.0450849718747371205114670859140952943007729495144071553386216|1|1|1|x^4 + 768*x^3 + 41984*x^2 + 458752*x - 4194304
160|258|4.4.52|4|1024.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-512.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.500000000000000000000000000000000000000000000000000000000000|1|1|1|x^4 - 256*x^3 - 786432*x^2 - 67108864*x + 68719476736
161|259|4.5.53|5|-162500.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-162500.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 400000*x^4 + 52187500000*x^3 + 2445312500000000*x^2 + 39672851562500000000*x + 206298828125000000000000
162|260|4.5.54|5|-310.276877526612220178634848784563747226509304365796540293357 + 0.E-77*I|-86.4000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.278460969082652752232935609807046840331366304572456753666968|1|1|1|25*x^5 + 11920*x^4 + 1442304*x^3 + 44015616*x^2 - 907739136*x - 20639121408
163|261|4.5.55|5|-144.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-28.8000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.200000000000000000000000000000000000000000000000000000000000|1|1|1|25*x^5 + 5840*x^4 + 395776*x^3 + 11575296*x^2 + 153944064*x + 764411904
164|262|4.5.56|5|-64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-16.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.250000000000000000000000000000000000000000000000000000000000|1|1|1|25*x^5 + 2720*x^4 + 89344*x^3 + 1245184*x^2 + 7602176*x + 16777216
165|263|4.5.57|5|-2560.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-2560.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 7424*x^4 + 19922944*x^3 + 23420993536*x^2 + 11682311045120*x + 1759218604441600
166|264|4.4.53|4|-43008.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-43008.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 54272*x^3 - 767557632*x^2 - 48975512076288*x + 209470159230861312
167|265|4.4.54|4|-2304.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-2304.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 4608*x^3 + 7077888*x^2 + 8153726976*x + 9393093476352
168|266|4.5.58|5|27.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|27.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 405*x^4 - 24786*x^3 + 275562*x^2 + 4782969*x + 14348907
169|267|4.5.59|5|-3645.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-3645.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 6561*x^4 + 7440174*x^3 - 13172296626*x^2 - 4236443047215*x + 5147278302366225
170|268|4.5.60|5|432.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|432.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 6480*x^4 - 6345216*x^3 + 1128701952*x^2 + 313456656384*x + 15045919506432
171|269|4.5.61|5|-933120.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-933120.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 1679616*x^4 + 487599243264*x^3 - 220994465710473216*x^2 - 18195384339155008880640*x + 5659492344850773962234265600
172|270|4.5.62|5|64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|64.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 960*x^4 - 139264*x^3 + 3670016*x^2 + 150994944*x + 1073741824
173|271|4.5.63|5|-20480.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-20480.0000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^5 + 36864*x^4 + 234881024*x^3 - 2336462209024*x^2 - 4222124650659840*x + 28823037615171174400
174|272|4.5.64|5|1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1728.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 79920*x^4 + 47775744*x^3 + 33538572288*x^2 - 8916100448256*x - 3851755393646592
175|273|4.5.65|5|108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|108.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 4995*x^4 + 186624*x^3 + 8188128*x^2 - 136048896*x - 3673320192
176|274|4.5.66|5|81.0000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|28.0000000000000000000000000000000000000000000000000000000000 + 22.6274169979695207808270195873551692571147500060311691708269*I|0.444444444444444444444444444444444444444444444444444444444444|1|1|0|25*x^5 - 3785*x^4 + 196416*x^3 - 4901472*x^2 + 45349632*x - 136048896
177|275|4.5.67|5|256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|256.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|25*x^5 - 11840*x^4 + 1048576*x^3 + 109051904*x^2 - 4294967296*x - 274877906944
178|276|4.4.55|4|331776.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|331776.000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 - 884736*x^3 + 269072990208*x^2 - 32462531054272512*x + 1346286087882789617664
179|277|4.4.56|4|-6144.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|-6144.00000000000000000000000000000000000000000000000000000000 + 0.E-77*I|1.00000000000000000000000000000000000000000000000000000000000|0|1|1|x^4 + 9216*x^3 - 4194304*x^2 - 167503724544*x - 158329674399744
180|278|4.4.57|4|729.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|432.000000000000000000000000000000000000000000000000000000000 + 0.E-77*I|0.592592592592592592592592592592592592592592592592592592592593|1|1|1|x^4 - 837*x^3 - 34992*x^2 + 71567388*x + 8264970432
181|279|4.5.68|5|-11.4322470148376852475637922936234172240800337595983149791023 + 11.1264969703536111064175532913570117832634919382928444973420*I|-11.4322470148376852475637922936234172240800337595983149791023 - 11.1264969703536111064175532913570117832634919382928444973420*I|1.00000000000000000000000000000000000000000000000000000000000|0|0|0|289*x^5 + 4862*x^4 + 36990*x^3 - 369603*x^2 + 807003*x - 531441
